Data: lunedì 11 maggio 2020	Ora: 13:38
Analizzatore  1: TOF TOF LR	Analizzatore  2: R66 ROUTE66_HR_XPS	
pass energy/rall 1: 0.00	pass energy/rall 2: 40.00	
******************************************************
Scansione:    angolo polare
Min (eV): 256.00	Max (eV): 343.00	Step (eV): 0.25	
kinetic energy 1 (eV): 0.00	kinetic energy 2 (eV): 1198.70
polar angle (deg): 338.00	X axis (mm): 580.50
*******************  R66 parameters ********************
Step in ch_x_eV: 10	Ch x eV @ Ep=1eV: 5236
binned channels: 14	same region acquisitions: 41
******************************************************
Acq. time (s):  1.00	Number of scans:  1	Total acq. time (s):  1.00
******************************************************
256.000000	71.000000
256.250000	59.000000
256.500000	77.000000
256.750000	79.000000
257.000000	79.000000
257.250000	77.000000
257.500000	70.000000
257.750000	73.000000
258.000000	70.000000
258.250000	87.000000
258.500000	86.000000
258.750000	102.000000
259.000000	87.000000
259.250000	90.000000
259.500000	97.000000
259.750000	108.000000
260.000000	116.000000
260.250000	114.000000
260.500000	87.000000
260.750000	122.000000
261.000000	121.000000
261.250000	106.000000
261.500000	133.000000
261.750000	135.000000
262.000000	148.000000
262.250000	149.000000
262.500000	121.000000
262.750000	121.000000
263.000000	170.000000
263.250000	179.000000
263.500000	172.000000
263.750000	187.000000
264.000000	188.000000
264.250000	206.000000
264.500000	207.000000
264.750000	228.000000
265.000000	216.000000
265.250000	238.000000
265.500000	225.000000
265.750000	237.000000
266.000000	252.000000
266.250000	250.000000
266.500000	281.000000
266.750000	289.000000
267.000000	292.000000
267.250000	290.000000
267.500000	274.000000
267.750000	247.000000
268.000000	267.000000
268.250000	308.000000
268.500000	311.000000
268.750000	288.000000
269.000000	317.000000
269.250000	322.000000
269.500000	336.000000
269.750000	327.000000
270.000000	328.000000
270.250000	310.000000
270.500000	309.000000
270.750000	301.000000
271.000000	282.000000
271.250000	306.000000
271.500000	296.000000
271.750000	253.000000
272.000000	278.000000
272.250000	264.000000
272.500000	259.000000
272.750000	231.000000
273.000000	235.000000
273.250000	185.000000
273.500000	194.000000
273.750000	195.000000
274.000000	178.000000
274.250000	166.000000
274.500000	170.000000
274.750000	150.000000
275.000000	174.000000
275.250000	140.000000
275.500000	146.000000
275.750000	121.000000
276.000000	100.000000
276.250000	97.000000
276.500000	113.000000
276.750000	117.000000
277.000000	99.000000
277.250000	92.000000
277.500000	92.000000
277.750000	96.000000
278.000000	78.000000
278.250000	68.000000
278.500000	85.000000
278.750000	62.000000
279.000000	48.000000
279.250000	46.000000
279.500000	56.000000
279.750000	65.000000
280.000000	61.000000
280.250000	51.000000
280.500000	62.000000
280.750000	48.000000
281.000000	34.000000
281.250000	36.000000
281.500000	38.000000
281.750000	30.000000
282.000000	30.000000
282.250000	29.000000
282.500000	35.000000
282.750000	24.000000
283.000000	24.000000
283.250000	28.000000
283.500000	29.000000
283.750000	24.000000
284.000000	25.000000
284.250000	20.000000
284.500000	26.000000
284.750000	18.000000
285.000000	25.000000
285.250000	19.000000
285.500000	26.000000
285.750000	16.000000
286.000000	18.000000
286.250000	8.000000
286.500000	19.000000
286.750000	6.000000
287.000000	15.000000
287.250000	10.000000
287.500000	13.000000
287.750000	11.000000
288.000000	9.000000
288.250000	11.000000
288.500000	6.000000
288.750000	10.000000
289.000000	5.000000
289.250000	6.000000
289.500000	5.000000
289.750000	7.000000
290.000000	8.000000
290.250000	7.000000
290.500000	9.000000
290.750000	4.000000
291.000000	7.000000
291.250000	5.000000
291.500000	4.000000
291.750000	14.000000
292.000000	4.000000
292.250000	3.000000
292.500000	10.000000
292.750000	3.000000
293.000000	9.000000
293.250000	9.000000
293.500000	2.000000
293.750000	4.000000
294.000000	5.000000
294.250000	7.000000
294.500000	5.000000
294.750000	8.000000
295.000000	6.000000
295.250000	2.000000
295.500000	3.000000
295.750000	7.000000
296.000000	5.000000
296.250000	2.000000
296.500000	2.000000
296.750000	2.000000
297.000000	6.000000
297.250000	5.000000
297.500000	0.000000
297.750000	2.000000
298.000000	2.000000
298.250000	3.000000
298.500000	1.000000
298.750000	2.000000
299.000000	2.000000
299.250000	1.000000
299.500000	1.000000
299.750000	2.000000
300.000000	7.000000
300.250000	2.000000
300.500000	5.000000
300.750000	1.000000
301.000000	2.000000
301.250000	4.000000
301.500000	2.000000
301.750000	7.000000
302.000000	1.000000
302.250000	2.000000
302.500000	4.000000
