Data: mercoledì 17 giugno 2020	Ora: 11:07
Analizzatore  1: TOF TOF LR	Analizzatore  2: R66 ROUTE66_HR_XPS	
pass energy/rall 1: 0.00	pass energy/rall 2: 40.00	
******************************************************
Scansione:    angolo polare
Min (eV): 250.00	Max (eV): 340.00	Step (eV): 1.00	
kinetic energy 1 (eV): 0.00	kinetic energy 2 (eV): 1198.70
polar angle (deg): 340.00	X axis (mm): 580.00
*******************  R66 parameters ********************
Step in ch_x_eV: 10	Ch x eV @ Ep=1eV: 5236
binned channels: 7	same region acquisitions: 41
******************************************************
Acq. time (s):  1.00	Number of scans:  1	Total acq. time (s):  1.00
******************************************************
250.000000	119.000000
251.000000	152.000000
252.000000	213.000000
253.000000	253.000000
254.000000	278.000000
255.000000	380.000000
256.000000	397.000000
257.000000	464.000000
258.000000	470.000000
259.000000	504.000000
260.000000	529.000000
261.000000	519.000000
262.000000	553.000000
263.000000	556.000000
264.000000	583.000000
265.000000	586.000000
266.000000	557.000000
267.000000	575.000000
268.000000	611.000000
269.000000	536.000000
270.000000	547.000000
271.000000	548.000000
272.000000	529.000000
273.000000	537.000000
274.000000	519.000000
275.000000	488.000000
276.000000	496.000000
277.000000	509.000000
278.000000	521.000000
279.000000	467.000000
280.000000	472.000000
281.000000	451.000000
282.000000	477.000000
283.000000	436.000000
284.000000	408.000000
285.000000	437.000000
286.000000	424.000000
287.000000	419.000000
288.000000	415.000000
289.000000	391.000000
290.000000	393.000000
291.000000	351.000000
292.000000	363.000000
293.000000	357.000000
294.000000	318.000000
295.000000	317.000000
296.000000	314.000000
297.000000	296.000000
298.000000	304.000000
299.000000	268.000000
300.000000	266.000000
301.000000	288.000000
302.000000	288.000000
303.000000	276.000000
304.000000	233.000000
305.000000	233.000000
306.000000	221.000000
307.000000	236.000000
308.000000	219.000000
309.000000	211.000000
310.000000	182.000000
311.000000	219.000000
312.000000	199.000000
313.000000	213.000000
314.000000	173.000000
315.000000	171.000000
316.000000	151.000000
317.000000	181.000000
318.000000	173.000000
319.000000	161.000000
320.000000	182.000000
321.000000	155.000000
322.000000	158.000000
323.000000	134.000000
324.000000	139.000000
325.000000	148.000000
326.000000	138.000000
327.000000	121.000000
328.000000	134.000000
329.000000	109.000000
330.000000	94.000000
331.000000	114.000000
332.000000	107.000000
333.000000	102.000000
334.000000	90.000000
335.000000	91.000000
336.000000	91.000000
337.000000	75.000000
338.000000	85.000000
339.000000	82.000000
340.000000	64.000000
